TriMAP2,TriMAP1
8.408332,-1.5017548
-47.614014,11.738434
48.03542,-6.3303924
-1.126274,-10.215809
57.450653,-11.0302925
43.073845,12.4941225
48.80123,-4.716405
17.012636,7.293406
51.387974,-15.375168
-34.172836,-7.029251
44.03207,-11.830359
-9.682475,-9.631493
-41.975098,-0.9114449
2.0827963,3.4339156
46.132133,2.1819363
-50.139458,9.563033
-24.3756,-5.3226833
-39.094063,5.477151
-14.817735,-14.114612
-2.9820118,-10.899516
50.059814,-5.8262296
55.0694,-9.83597
-49.991783,4.5038967
-25.717415,-5.798642
3.3664443,6.5746512
4.9047976,-2.5579236
-47.06076,-4.7811556
47.298557,-4.88641
-8.5461,-1.0007238
-15.228681,-2.7281075
34.531487,5.129342
-37.995262,4.0657163
32.339523,1.9384084
47.84636,-4.6351933
-39.09922,4.8833427
-48.01646,-8.870108
-37.165035,11.500627
-9.045746,-0.4997269
-45.679382,9.265945
47.738358,-5.4894195
-17.086473,-4.2807856
55.785553,-6.1674476
-20.399841,-7.694951
-43.02145,-1.3180071
-21.94368,-11.368304
11.691127,-1.7787769
-8.257872,-5.372902
12.22284,-6.398835
-41.975636,-4.892428
12.383831,10.31665
-29.529594,-7.3385224
-36.87354,0.7556654
41.95958,9.666141
39.44675,16.11729
51.984142,-2.0673723
42.407833,11.947677
-8.34723,-1.0579855
-47.281403,-9.530711
-48.556656,11.783867
46.771008,-9.241935
19.600906,2.0691707
-50.1184,9.516176
14.022584,-6.108381
31.38183,13.731647
49.422024,-5.7907257
29.739342,7.0974255
21.222631,10.385417
44.24255,13.708232
46.006004,-17.36302
39.931698,15.917988
44.669888,2.65199
34.241764,2.1002977
52.14846,-1.6815548
42.418037,12.417053
-48.16765,16.73895
-23.10977,-7.8197713
-32.136116,-10.957365
-39.50257,16.903915
45.67717,2.0972898
-8.992069,0.06225092
11.3675585,-1.7325989
4.8888006,-4.1976
14.944513,10.759687
-45.571316,17.780203
12.346068,10.402385
-46.492607,-4.3880963
30.05477,6.7407036
45.49141,-17.42228
-35.472866,4.5913568
-35.87307,8.013991
-38.96203,4.5766644
-36.61938,9.216331
-43.898994,16.933517
-17.065594,-13.2953205
-34.459324,-3.9280946
15.399783,-5.8294134
25.503508,10.673518
53.86562,-13.538243
30.772337,14.087707
20.800167,9.772081
-41.371254,-0.4019323
6.849224,2.9280145
57.44332,-11.08558
-41.43274,4.1784606
-20.725815,-5.1259694
-17.804174,-13.306544
29.89729,13.931475
56.526337,-13.681054
39.686733,7.0768514
48.2064,1.5998015
-2.9330533,0.2038485
7.281668,2.4747117
13.001712,10.555324
-43.2542,1.0466772
34.10507,5.8600144
-36.52583,16.805601
-6.835368,0.76879954
-47.870094,-9.248372
43.925114,4.747904
-25.437893,-5.7363205
-30.952847,-2.8007734
46.19244,-5.1282053
43.825256,4.755745
42.239075,11.819607
-42.084267,5.1384983
-48.156162,16.968786
-42.83458,-7.6729608
3.129393,6.402248
41.99572,9.685813
-49.165726,5.907513
-47.142994,17.671051
45.741756,-8.268404
14.202684,6.3633986
4.744581,-4.689477
-40.81871,15.12454
50.155224,0.13858601
26.141577,10.4691
-47.606216,-5.552422
-5.6701765,-4.187886
-48.9006,12.709117000000001
-50.682774,2.836647
53.08946,-13.669864
-6.180778,-4.5062976
43.569008,2.6596606
-5.287772,-3.5567129
33.780853,12.876982
-42.855545,2.3135946
-32.945175,-1.2016472
-37.026443,10.879591
-45.020992,-10.195526
-48.40417,15.999308
-21.409742,-7.292448
-44.59342,11.39708
41.138252,2.8547843
-49.640568,7.1168966
14.963091,-5.8662457
-3.3575633,-6.736465
28.15032,8.639336
-22.417507,-7.7879214
-17.39572,-3.5383608
-21.42134,-11.486035
-39.106308,6.2434616
-15.727364,-4.169397
10.073568,9.665948
-14.826704,-4.415795
-19.737617,-7.5554547
47.12362,-7.9585824
51.784573,-15.320715999999999
-47.023792,17.624561
-47.08364,-9.669033
43.367756,-18.490656
-35.798145,0.40109438
54.94111,-14.988397
0.32225367,1.9962791
-47.461243,17.727976
-4.7896175,1.7557212
19.942684,3.4417272
42.34318,12.338464
36.965733,16.478085
-32.63094,-11.098349
57.176117,-10.080064
35.369522,5.8481565
-43.70036,-3.575882
43.485413,-18.235554
-35.19889,-4.943104
-50.948498,-1.0103528
-7.2605863,-3.1125157
47.20933,-10.425818
50.588356,-5.3263144
45.859398,3.2262084
49.22991,0.84372854
16.915009,7.04003
-19.430283,-4.151828
43.359802,15.549153
37.08675,7.945965
-14.758025,-11.738781
-19.247427,-4.060996
43.847443,12.90033
46.35111,2.8907392
56.590107,-13.545544
56.258644,-7.164725
47.246502,-10.4185915
29.676315,6.7056313
-47.207485,17.77631
-46.502937,-4.5398107
-1.4206238,4.345666
42.245823,6.94851
18.591185,7.146119
-39.74133,10.711468
-48.361465,-6.9685464
31.140425,6.566393
34.420856,6.3640623
-10.788127,-0.65734726
39.66536,6.8172755
-43.095806,2.0103097
45.86471,-6.353942
43.7534,5.0516095
-27.496258,-8.595698
13.461618,10.660625
53.96744,-12.699922
16.898914,7.4217005
-39.153904,6.5938040000000004
-26.500576,-6.40437
-21.045298,-6.307482
-2.177445,-10.584315
10.008248,9.616292
-32.043694,-7.051933
28.325586,5.3208027
-38.055157,13.184031
-48.522984,7.384517
43.317516,-18.508461
48.451294,1.2077656
-15.390502,-2.8473053
48.87635,-7.730146
-51.046818,2.4381964
0.2490477,-8.328576
-26.129812,-6.1338058
31.71026,1.8862816
-45.307487,-4.3697915
19.84078,8.941059
-32.977905,-4.655352
37.45938,16.468733
-36.763607,9.400904
53.329723,-13.59803
6.390788,-5.1185203
-37.53951,-5.298643
-22.491316,-10.693721
17.058847,10.638235
43.015842,-18.630661
-48.801243,-8.146991
-46.506737,-9.76816
-48.741745,-8.303717
3.0947506,3.4379468
-51.049065,-0.44460037
-47.67329,17.56591
-40.317455,-4.9287353
34.841694,5.6478124
9.359197,-2.167317
32.400806,1.9814703
-36.443542,17.65268
43.172314,-18.699594
4.8276715,-2.884768
-45.4999,17.483103
-36.560467,17.46559
-41.358902,5.619056
-24.609398,-9.692022
49.543907,-6.770831
49.211628,-7.515286
34.382107,15.406333
47.995308,-10.198998
52.81373,-2.0280929
-41.58476,5.9284334
39.082653,3.0043266
45.606213,2.2226794
50.85892,-1.2649369
-43.80723,17.055023
47.362595,-4.6630125
-37.9227,3.8116024
57.16113,-9.658829
-36.97246,10.792596
3.270879,-6.2095575
-51.15609,0.93495846
55.52259,-5.307717
-5.2743793,-4.066287
-33.05094,-0.36085135
-42.654026,13.108452
4.7584467,-3.3602247
-48.595158,5.5186253
-47.359264,11.187236
11.042192,-6.66646
-33.584774,-0.33238715
42.952698,-18.69991
40.922134,2.9138153
-36.04206,4.3081326
-49.10585,8.15572
54.05899,-13.341625
56.383495,-13.879243
48.043404,-5.1455703
34.50969,12.2049885
-38.555088,11.9348755
43.518375,-18.565699
44.29883,3.7668512
28.989594,13.497663
47.216766,-10.574436
-35.277184,4.4097905
-19.523024,-4.104464
47.31602,-10.975099
-35.235096,-1.4665736
-48.26667,16.273695
-20.694292,-8.356288
-2.9859202,-10.75978
32.814228,1.9432538
49.877037,-5.981253
46.888012,1.9157103
53.602394,-15.56332
-20.340176,-4.47364
-47.708008,-6.783091
-15.987120000000001,-13.831025
6.454279,-1.3722807
-19.156338,-12.972082
-8.862506,-0.57266253
-25.864119,-9.130029
43.79895,15.215711
-41.852913,-1.706355
-45.78718,13.309767
-39.48265,-5.0377965
56.899464,-13.135785
45.687614,-16.002457
56.27751,-13.942584
45.955395,-7.843734
-12.984462,-10.845142
-35.506836,5.782971
-38.752834,-10.551187
-8.014787,-1.8000253
-48.676144,14.9391575
-1.3230121,-10.431337
-30.327799,-3.1368012
-8.668072,-0.56577086
-48.080452,16.789566
-49.82451,-4.2021055
19.0081,11.00804
-40.67506,6.7888026
30.188772,14.129378
29.31326,7.302787
-38.634758,4.09492
-49.82244,9.018757
42.91686,2.9378006
37.688892,8.528352
-38.12457,12.662249
-42.439022,13.050634
5.038574,0.7785207
26.52768,10.444313
-16.790375,-3.921913
46.1941,-17.409052
45.36966,-8.967402
-34.965233,-6.652701
-46.03456,17.876217
-48.535755,15.374995
17.039658,-4.784805
38.68767,6.7870183
-50.0351,9.959557
16.08071,10.7564745
-51.031433,-0.66167706
-30.447454,-4.559636
53.68897,-12.865532
49.743614,0.39734542
55.43652,-5.4105935
-43.105965,2.0925305
48.305233,-7.811061
41.909084,9.526153
-40.706524,5.090282
-36.16445,-6.7206197
-51.02298,-0.9816085
43.530025,12.467587
-9.5319195,-9.506233
36.957222,16.50075
-8.48791,-0.14334111
3.6612403,6.5532966
-20.563215,-7.9797735
16.25873,-5.175912
-41.88641,-3.6854482
55.99476,-7.9324293
-48.294697,-8.798503
-15.974913,-13.498641
-29.822252,-7.664702
-33.707726,-1.9821701
-21.466616,-11.259607
-47.535362,-8.041725
0.9977055,5.669844
-17.499382,-13.489928
53.387367,-2.6487286
-5.7162905,-3.3558364
29.18264,6.4754014
48.58468,-9.69
-42.214573,-8.204749
52.16129,-15.501957
31.90215,1.91565
44.135406,-11.5325775
45.784855,-8.239309
30.099363,6.622764
55.319893,-14.56966
-6.2454467,-3.9731045
-44.477333,10.630715
0.5177875,-7.5793242
-33.58858,-3.4200423
47.63983,-4.8166513
-15.84085,-3.166281
53.509377,-11.817737
-27.90099,-6.881105
-51.084805,1.4136655
-43.602936,2.4422622
-38.894566,-5.1350923
22.315847,0.6353076
-4.5489025,-2.0954435
-30.187977,-3.118988
22.020136,10.599244
13.299321,10.749962
-50.032845,9.270276
-34.55078,-10.999189
20.238,1.6955662
-14.625956,-14.016728
-16.31909,-3.3292005
-46.53354,-4.5099864
23.149282,11.376274
-44.225163,17.340548
-40.845444,13.75598
-38.948162,6.754257
14.478969,10.833732
-3.6034033,-0.6146469
-3.281368,-10.921833
-6.0589466,1.6473962
