PaCMAP2,PaCMAP1
3.7976496,17.132362
-0.6655981,11.322234
6.8307915,15.3774
0.96005386,-8.071569
1.9204153,1.7853057
-2.0682135,-2.2237227
5.239852,11.116737
-5.9362373,-13.40322
5.5055523,9.298721
4.6586843,7.94884
6.0423,13.040601
-2.7691975,0.72186846
4.2908025,-9.629574
0.6720036,12.212687
3.8287363,8.460738
0.76563567,-1.3243775
1.047065,9.963983
-1.4432496,-10.812381
-0.6401781,5.703948
-1.11836,-10.313188
2.2198062,-12.713749
4.302292,-9.694632
-0.7908878,11.209976
5.2895823,8.363303
-0.41292876,12.247896
2.1229937,4.3674784
0.8334956,-3.0294359
-6.2452955,-16.062265
5.673408,15.316717
-0.59092575,-8.947757
1.0527945,-12.477943
0.5262347,10.260739
2.138309,0.30079228
-0.360689,-12.07512
1.5705788,-3.4100726
-1.9889619,-11.757716
-2.1520267,-12.395334
-1.0383084,7.6132493
3.738027,17.820374
-9.072171,-16.02415
1.1717843,1.5864947
-7.17842,-16.79984
2.171269,1.2445784
1.0409065,10.219572
3.2610118,17.62351
-10.180173,-14.88634
2.4589558,3.0612302
5.763483,16.141052
5.3479743,9.5194845
1.5260186,-4.258236
-8.142195,-15.680326
-7.22471,-12.000704
2.4565217,-12.845214
-1.1854905,5.8270254
-1.1564189,5.718379
4.47244,-10.604962
5.130545,11.033733
-7.9328647,-15.774708
1.0422419,7.3902597
6.2905354000000004,13.238939
0.90464604,2.070697
-2.0078185,2.2193124
2.0088058,-9.227875
1.8537579,-3.085208
7.0084524,15.818963
4.8986053,10.309885
1.6491361,-4.3703117
-1.5171788,-11.39087
0.50233305,-1.5857885
1.541561,5.1424575
-7.28423,-16.779919
2.0484824,-13.041315
-9.619514,-15.31593
-6.730439,-13.625046
-5.437624,-12.590516
3.3197227,-12.844768
-0.119336106,3.1898003
2.3514370000000002,-12.5217705
-2.1639845,-2.9842992
-3.2935114,-1.1017946
-1.8238621,1.3613435
-9.106112,-15.977755
-0.80332315,-12.0851555
1.831684,7.9981747
-10.475565,-13.8859625
-0.39129362,-8.896715
-7.93767,-16.52786
0.7469498,-12.146495
0.60329634,-1.5474142
1.5276107,-11.70331
-4.8854723,-15.231271
1.4699745,14.752251
-2.9703147,-0.2025157
2.232168,0.9173738
-5.8814483,-15.872409
3.7326555,15.884024
0.18977857,14.103349
3.7511923,-10.204701
-8.932053,-12.748771
0.8649491,1.8533076
3.9327319,17.847073
3.8398552,-11.605789
0.9938455,12.057633
-1.3660446,-10.935839
6.074782,14.584405
-2.8725357,0.7141098
4.3870053,-9.707005
4.20585,-11.90403
4.035443,-12.413459
2.5144281,4.19373
-2.9767838,0.941467
-1.7436333,1.3140336
5.7379274,10.398702
1.3450867,-8.267742
2.512715,3.404373
2.277404,14.227271
1.2556373,0.07326775
0.53426796,6.690926
4.532501,12.670016
4.953436,10.357321
5.1314096,11.153382
-8.517909,-16.33104
-5.2629776,-15.676809
3.6721907,9.019549
1.1411709,-8.493011
3.6816485,8.1293335
-0.25262627,6.858961
-1.9807061,2.93116
-2.2519555,-2.6028328
-6.6830688,-12.207339
5.059419,11.523378
2.5331614,8.052819
0.6010222,-2.7025008
0.5035348,14.278787
1.1187074,16.170113
-8.6536875,-11.92556
0.6230191,-1.9549732
2.0909824,11.994669
4.416085,17.66961
-1.5094095,-11.036705
2.4010134,-12.778552
2.7338355,-11.717881
3.1789625,-9.731073
1.4245967,11.635501
-1.4971842,-11.906998
2.336588,2.8314579
-1.9845357,4.834263
0.38587245,13.992212
-3.120955,-0.87659097
4.3166494,-11.465916
1.0818783,15.346548
-2.1250665,-11.909044
5.7998,10.908695
-9.188697,-15.829117
0.8086648,2.2385318
-2.419652,0.6345604
-7.085438,-13.502301
4.301425,9.299986
2.1300163,15.877659
3.3730083,15.285459
-0.0331259,-2.112688
5.6454997,10.140244
3.6656406,17.70019
0.17516664,13.882045
-7.685326,-16.73195
0.7501065,12.055774
-9.229473,-12.723593
-3.7661324,-13.31824
-6.6583567,-15.60397
0.51552796,5.336729
2.4506629,2.520691
-7.9221163,-16.681374
2.2677968,15.7703705
2.0952551,-12.913386
-10.412459,-14.151088
1.290751,16.597584
4.1420054,14.937784
0.98338675,12.132875
3.0283475,15.212102
-0.6542905,8.777178
-2.6633317,0.47281575
1.9978325,15.267982
0.99672496,-5.8938637
-1.1399593,4.9866247
-3.224481,-0.44430414
5.294489,17.0871
3.7964363,-12.722623
2.0625885,0.18148339
-3.2003672,-2.3199306
6.182429,14.092168
0.71541387,5.473948
4.97222,17.210693
4.417322,17.33417
-1.6670165,2.2247133
2.2465622,-11.689115
2.4481547,15.50315
2.7210553,-13.099103
2.454278,4.684566
1.978982,3.7704806
-2.7406592,1.7775334
1.331472,-3.7173011
-0.9801747,4.253126
-1.835631,1.2766901
-0.7522374,7.9273844
4.178229,17.60519
-4.5550404,-14.886824
0.6689639,-3.359507
-1.8393005,2.7785676
1.3791883,-9.295101
1.0546219,13.642184
1.1049056,-1.6667911
0.66139287,10.3390875
2.2289007,11.443882
-7.7534337,-16.893967
4.13453,-12.178631
-3.4086692,-1.325613
4.1785703,17.660755
0.8119388,11.810023
5.0403967,11.367505
3.883813,14.797806
-3.9303434,-13.915069
-4.840621,-15.269363
5.2728806,9.713
5.3623514,10.687082
-1.6502701,-11.487538
6.6965218,15.87287
-5.1895103,-13.522536
-0.571572,10.474275
6.2959256,13.605857
-2.1756077,3.2580059
-0.75574076,8.485832
-9.070694,-15.810771
-7.358262,-15.805944
-0.7844011,4.81834
1.0537812,-6.960169
-1.758945,-11.426963
3.942564,-12.293878
-1.6576779,3.0582764
1.0075753,-1.4121877
3.6087887,13.1649685
1.5336032,4.220134
0.5768724,-1.3470539
4.6982284,13.176838
-6.5741773,-12.07909
1.2142323,1.6849494
-6.773412,-12.6325245
5.519397,10.795187
-3.3616853,-1.8787154
2.4593422,-12.99051
2.802227,17.942999
1.9263792,9.801562
2.2215028,-8.894845
2.2536688,1.5509151
2.0144708,-0.33549413
0.44885564,-12.243024
4.514947,16.521667
5.365309,16.89649
-0.663721,-11.831331
1.5096309,15.719966
6.4569135,15.178433
1.3793706,14.117068
5.170807,16.891703
-7.750104,-12.106477
1.1842511,-8.4840765
-3.0844789,0.5217242
2.2280314,1.518108
1.0441885,-6.414123
-10.483547,-14.196396
2.6407666,17.774971
1.8402491,-12.72522
5.505458,16.749825
-0.6861723,5.240299
6.114776,13.330102
2.4298277,-13.076318
5.0415726,8.020229
-1.7473903,4.5586195
0.15486099,-11.885207
3.344792,-9.124191
7.0638866,15.723268
-9.942069,-14.244844
-2.3437169,0.8553513
0.33078063,6.5352798
6.891659,15.896992
1.4262711,-12.43992
3.8394673,-12.696507
0.48094338,-1.7272776
4.6449275,7.9682064
-0.51243544,-8.979589
-0.7705028,10.910413
1.8292321,-9.0050535
6.9690423,15.892164
1.2392417,8.770565
3.8090758,-9.4863
-6.451946,-15.265278
5.436258,9.530781
-3.0208511,1.0990542
-8.826164,-12.395393
2.1127954,9.792923
0.6134136,0.8273718
5.1142874,8.177513
4.397094,-9.755234
3.7221544,-12.762928
5.0731535,8.221511
2.1055846,0.046753183
1.7899727,-3.124737
-5.253923,-15.722149
-6.2546644,-12.238643
-10.416036,-14.26536
1.9973953,10.878365
-7.939222,-12.025924
3.3978665,7.324846
-7.0737424,-16.727343
0.021898095,13.608666
-3.580243,-13.087097
-1.0696045,-10.128004
-7.9668107,-15.48734
-10.237071,-14.245396
4.4522924,-9.919434
1.4068328,-9.2738695
0.73414654,5.189854
3.0900862,8.753782
-9.353912,-15.835639
1.4351542,12.609458
-0.4708685,-9.015811
-3.3095222,-1.449514
2.2230027,8.970664
-7.4111958,-16.789818
-3.410645,-1.9546125
3.3526793,-11.17496
-7.293739,-14.045641
4.064833,-9.546942
2.0170748,10.058545
1.9756383,6.149051
5.3142066,8.737235
-2.79363,1.2021539
-3.7122233,-13.764711
3.127034,11.645349
-5.352322,-15.808195
2.6031246,17.290203
3.7893238,-10.327072
-3.1248543,-0.8633504
2.948694,-9.665652
2.0936449,16.026077
-1.7401097,2.9934354
-6.976246,-16.10171
3.876778,17.9501
-0.9714405,-12.206377
0.64834166,-2.7014534
4.143416,9.57534
-0.13212046,4.816789
1.9655681,8.806534
-6.857801,-12.025095
3.2620127,14.49713
1.0816703,-6.355665
-2.2622175,1.172145
-1.3589258,5.031781
5.7627916,12.855379
1.6346022,2.70877
3.8906927,-12.34552
1.6382967,-4.05865
-5.7987084,-16.02642
-5.5630426,-15.716551
4.8904934,9.857697
3.952279,17.65325
6.528991,14.386641
0.2534047,9.823519
2.6262336,15.630106
0.62452686,12.457858
3.6556706,8.349882
-8.553959,-12.553527
1.8643624,10.06927
0.8819559,9.8046465
-10.1137905,-14.078764
2.4028926,3.166604
-4.1636157,-14.15778
2.2344213,1.3757086
0.06266786,5.6453466
2.2862968,4.4597955
-0.113068305,-11.863188
-8.612344,-12.929949
-9.831236,-14.360285
3.4652078,9.292841
1.5862446,-4.2126536
-0.4095592,11.064667
5.854799,10.938396
5.628032,10.400827
5.0061603,16.06302
-2.038537,4.338815
-3.9981246,-13.607063
3.5690703,17.656235
-5.2793055,-15.744217
2.2939239,14.622654
2.2409627,2.114784
5.5781946,12.781299
3.8701415,7.907238
3.4235835,8.768044
4.491448,8.036258
5.1648355,16.988258
1.7649652,10.436055
1.6979656,-9.476942
3.57793,13.135161
-7.3240685,-16.845497
0.66887283,-11.818974
2.9386528,15.883664
-9.748251,-13.617536
-1.1949866,5.5047903
-3.2858484,-2.6743007
-4.2092695,-14.189107
5.25583,8.349359
2.236089,0.8312397
-1.4621292,4.7485447
1.1149315,16.256596
1.6673303,-3.7725446
4.249041,15.437297
-8.747302,-12.0968
-9.100095,-15.811194
-8.927853,-12.9474945
-9.855005,-15.290707
-6.11447,-13.6071205
-6.7801485,-13.678304
7.1391687,15.691116
3.282462,-9.994743
-3.5848367,-12.899808
2.9444137,10.187068
0.12125072,13.491936
-1.8327235,2.8001297
-6.6389136,-16.407122
-8.730487,-12.658575
4.1958613,-11.977417
0.77932465,6.2283535
-1.2559161,1.7460219
1.8814573,10.465226
-1.3366865000000001,6.0013986
-3.2620387,-0.806877
3.3084996,17.76522
0.63440526,-5.3383336
1.1034225,16.324293
-7.8968596,-16.220606
-4.1341925,-13.025452
-2.0355563,4.448525
0.7872386,-1.2324563
7.004988,15.775515
0.8524732,-7.888181
-3.3283393,-0.95697737
6.17051,12.922806
-8.652889,-16.322935
-1.7168483,-11.259141
3.730538,-12.603359
1.0537031,-6.2342215
-2.4160223,-3.035509
-1.6444051,1.6235378
-9.405572,-15.740853
1.6161071,-11.678802
-0.62333345,-9.284253
-4.434951,-13.866615
-7.419507,-12.117998
-0.31913412,5.3872046
-6.9390016,-16.674986
-6.1463366,-12.785195
-5.205125,-15.626786
1.6481364,7.236515
-6.1531906,-12.199198
0.78646356,3.3875527
-8.546982,-12.003994
4.0614204,-12.07098
2.993938,12.888385
